Gene_Symbol,SRR1758112,SRR1758113,SRR1758114,SRR1758115,SRR1758116,SRR1758117,SRR1758118,SRR1758119,SRR1758120,SRR1758121,SRR1758122,SRR1758123
SUMO2,1307.14,2486.63,3856.63,3405.24,1587.34,2283.19,3487.57,2484.06,2820.52,1967.24,1928.01,2375.56
SUMO3,903.09,1849,2430,2462,996.64,1670,1815.94,2162,1647,1394,968,1956
SURF1,145,271,803.44,139,227,312.02,796,333,359,219,418,97.96
SUSD2,0,0,1,0,0,0,6,0,0,1,9,1
SV2C,956,1719.08,11,72,399,1290,21,2,2406.04,953.05,12,7
SWAHA,283,248,1398,8,289,476,1437.75,10,667.02,451,795.62,16
SWAHB,1,1,26,1,0,1,25.02,2,0,0,6,4.16
SWT1,1108.01,2108.66,3053.62,3230.44,1309.95,1922.83,2870.39,2885.38,2108,1682.59,1655.25,2662
SX18A,105,151,172,36,125,100,143,13,42,155,74,15
SYCN,4,6,12,5,7,2,17,3,5,5,9,3
SYGP1,18,46,0,1,26,73,0,2,86,40,0,0
SYHC,6,7,48,7,10,18,57,11,12,11,30,4
SYLC,841,1917.91,2673,1261,1150,1780,2528.05,991.96,1803.25,1244.11,1462.01,1018
SYP2L,1,1,3,67,0,6,4,42,7,4,1,27
SYPL1,195,377.99,405,144.01,203,314.41,289.99,150.1,250.54,284.01,199,119.69
SYPL2,10,20,148,13,11,38,149,8,50,22,57,8
SYT1,0,1,3,15,0,0,3,18,0,0,0,10
SYT17,201.68,314,229,15,253.2,625.91,359,46,588,290.93,121.98,23
SYT2,0,0,1,9,0,0,0,9,0,2,3,8
SYUA,1897.04,3292.54,177.05,39,2376.35,6195.66,555.95,5,8150.83,3919.3,145.03,3
SYVN1,286,426,997.31,592,381,417,829,459,429.52,466.95,439.22,402
SYYM,325,619,858,635,415,645,939.73,534.78,670.29,494,391,507
SZRD1,436.05,633.52,2387.22,599.97,501.93,617.89,2034.45,575,595.4,619.48,1078.42,669.91
T150A,24,34,133.02,19,56,51,178.97,39,36,30,81,36
T161B,107,299,239,1025,135,261.49,329,686.05,164,268,144,709
T170A,596.99,918,1484.86,700,702,914,1526,500.43,954,867,776.67,533
T170B,211,298,886.92,437,336.99,384,1083.75,352,538,376.34,491.83,322
T198B,1,10,31,5,1,1,28,3,3,2,20,2
T22D1,14,28,127.12,25,83,65,386.51,119,94,51.03,236.01,98.43
T2FA,81,184.86,194,448.01,109.01,143,187.93,377.01,142.02,165.34,100,310.61
T38BB,90,173.99,157,59.08,132.04,245,119.95,56,169,197,106,67.87
T4S1,1,0,0,74,1,2,0,53,2,2,0,42
T4S4,4,13,2,1,6,10,4,2,9,2,7,2
T53G5,10,15,35,4520,16,224.81,22,4028,234.19,118,56.09,3302.63
T53I2,1464,2514.86,1901,452,2036,2111.99,1652.83,417,2049,2374.22,900.92,516
TAB2,723,1415,2612.91,1459,994,1296,2833.04,1148.99,1402,1103,1537.01,1187
TADA3,270.11,494.95,849.67,728.63,296,476.5,730.99,577,493,466,456,589.16
TAF6L,20,41,30,18,21,31,31,36,51,26,11,21
TAF9,475.65,778,1159.02,646.01,328.19,558.02,787.84,550.77,569.61,649,427.05,551
TAGL,71,90,12090.94,451,63,78,5822.04,233,106,142,8176.01,572
TAGL2,417,648.08,3166.09,319,551,681.01,2532.11,349,727,565,1466.98,254
TAR1,0,0,0,0,0,0,0,0,0,0,0,0
TARA,0,0,0,4,0,1,2,1,7,5,0,6
TAZ,1172.76,2341.61,2991.15,1705.39,1590.99,2030.99,2523.24,1946,2110.82,1760.01,1321.53,1602.88
TB10A,716,1215,5123.4,523,964,1186,4764.93,532.22,1509,1254.01,2543.06,665
TB15B,906.92,1083.75,8146.27,494.02,669.72,900.72,6807.71,523.81,970.82,823,4275.03,553.97
TB22B,590.07,881,1786.19,1347.78,618.56,839,1458,1198.99,954,854,846.3,1098
TBA,0,0,1,0,0,0,0,0,0,0,0,0
TBA1,0,0,0,1,0,0,0,0,1,0,0,1
TBA3,0,0,603,2,3,5,442,1,0,0,378,7
TBA8,8,4,2,1,6,0,2,4,0,2,0,1
TBB,0,0,0,3,0,0,0,1,0,0,0,3
TBB6,900.57,1753.28,1581.01,972.98,957,1502.18,1315.09,814,832.09,779.93,572.32,476.28
TBB7,4362.28,7381.54,6262.17,1068.99,5114.29,7776.02,5554,974.43,8405.25,6408.5,2998,928
TBC30,3,4,27,6,1,1,17,3,3,2,7,2
TBCA,781.94,2736.32,1920.34,2736.53,847.09,2421.51,1586.56,2172.92,1563.57,2223.98,904.02,1978.49
TBCB,661,1418,1509.01,1777.48,876.79,1073.02,1450.71,1633.14,1191.88,1067.05,702,1393.01
TBCD4,617.97,786.32,2305.37,653.35,777.67,633.39,2052.66,2796,706.07,683,1625.94,701.52
TBG1,597,935,998.87,627,660.94,881.15,777,1165.47,869,824,480,759
TBL1X,611,1093.05,1061.29,195,782.19,1018,1045.27,306.08,1339,987.48,633,196.06
TBRG1,121,175,148,69,150,161,164,109,202,204,82,94
TBRG4,475,746,1389,2291,571,771,1377.98,2048.17,773.54,700,652,1550
TBX22,12,12.01,3,2,13,8,5,1,18,18,3,183
TBX5,0,0,2,0,0,0,1,0,0,0,0,1
TCF25,1050,2242.14,2178.01,1247,1356,1716.52,1795.01,1279.17,1929.78,1804.99,1346,953.01
TCPB,2133.72,3494,4892,6351,2282.99,3486,5269.17,6866.26,3594.58,3511.09,2353.88,7226.17
TCPE,2020,3392,5329.82,10269.99,2241.88,3268,5243.6,5574.48,3601,3200.95,2519,5798.05
TCPZ,1801,3459.96,7384.85,5844.02,2118.48,3589.65,7488.61,4528.99,4190.56,3245.85,3704.67,5043.01
TDRD5,1,1,0,1,2,3,0,0,2,2,0,1
TDRD6,0,1,2,21,0,0,3,27,0,0,2,13.02
TDRD7,4,11,4,25,0,3,1,8,0,0,3,11
TDT,6,0,4,4,0,0,1,1,2,0,3,6
TEAD1,188,261,782.03,439.09,229,330,868.5,358,354,320,585,368.02
TEBP,2845.25,5469.49,6674.9,6738.46,3472.93,4831.12,6168.27,5932.87,4918.81,4302.24,2959.92,5758.08
TECRL,8,13,35,76,13,18,57,77,19,6,47,80
TECTA,0,0,0,0,1,2,0,0,0,2,1,0
TECTB,0,0,0,1,0,1,0,0,1,0,0,2
TEKT1,69.71,109,357,16927.3,80,140,376,11589.15,156,106,198,10671.57
TEKT4,8,13,40,7148.6,21,28,61,7500.83,31,11,9,5496.94
TELT,8,5,4,0,2,1,3,1,1,5,3,1
TEN3,0,3,0,1,0,0,0,0,2,0,0,0
TERA,265,35,522,25,326,40,553.22,12,499,31,253,21
TET3,83,123,224,50,75,158,184.06,42,234,226.82,99,38
TF2B,208,365,546,980.36,274,357,612,749,324,297,320.99,709
TF2L1,3,2,157,27,5,1,139,14,4,5,58,27
TF7L2,34,265,132.41,85,112,61,166.03,70,250.47,395,104,69
TFAM,560,987.21,3011.27,359,736,988.09,2771.06,430,1105.98,906.78,1407.91,345.55
TFAP4,71,110,261,73,77,130,350,80,122.99,156,194,102
TFDP1,192,369.65,652,1313.83,246,403,498.01,1155.23,518,391,303,1319
TFE3,78,124,194,80,98,106,173,71,99,109,74,67
TFF2,0,0,0,11,0,0,0,10,0,0,0,1
TFG,777.02,1462.75,2021.02,2362.17,1029,1424.01,2039.83,2590.58,1476.04,1255.57,1275.25,2231.92
TFIP8,13,66,440,93,24,57,389.04,64,77,43,198,70
TFPI2,481.73,506,12612.95,923.8,609,543,12632.9,721.08,565,463,5282.75,809
TFPT,11,14,34,35,11,17,19,35,27,22,21,27
TFR2,1,4,5,1,2,4,7,4,4,3,9,1
TGIF2,34,57,394,236,45,54,519,253.99,65,44,259,172
TGM1,10,16,11,1,23,13,17,6,3,1,2,0
TGM3,0,1,3,2,1,0,0,3,2,2,2,5
TGM3L,4,9,3,0,13,2,11,2,1,8,0,0
THAP7,24,63,82.15,124.14,34,40,75,106,79,72,46,82
THILA,1399.92,2295.94,1118,396,1432.36,2226.19,1109.96,359,2312.99,1848,541,321
THIM,301,1016.99,3072.13,678,342,1057.87,2845.99,782.99,622,852,1566.96,770.21
THIO,596.01,1425.99,3947.99,1127,676,1496.01,3436.07,861,1063,1306.96,1426.08,810.94
THIOM,652,1263,2978,4094.57,835,1167.51,2623,3865.51,1434.72,1075.45,1282.31,3662.69
THMS1,1,4,13,7,0,2,2,110,1,3,1,22
THMS2,9,5,23,14,6,7,24,8,4,9,4,10
THOC5,10113.12,9545.08,2460.37,1880.37,8456.84,7702.46,2672.49,1840.99,6037.66,8259.59,1376.96,1595
THUM1,12,26,91,45,12,18,76,37,22,22,58,36
THY1,3,1,0,0,2,0,0,0,0,1,0,0
THYG,3,6,1,0,4,1,2,3,5,1,0,1
TICN2,4897.67,9999.92,214,812.94,6285.15,9053.97,284.26,769,10345.99,6784.06,72,606.02
TIF1B,226,422,604,246,310,418,594,290,480,358,383,232.03
TIM14,398.01,705.38,867.8,870,374,571.07,575.34,639,395.43,332,305.53,456.46
TIM50,754.29,1213.98,1294.01,1268.01,818,916,1084,1062,986,821.92,585,920.35
TIM9B,92,163,310,153,126.02,149.15,198.15,81.01,366,225,185,136
TINAG,1,0,12,2,0,0,13,0,0,0,5,2
TITIN,0,0,0,0,0,0,0,1,0,0,0,0
TKN1,418,575,39,0,334,603,25,0,371,376,5,0
TL5A,5,4,9,6,1,1,4,6,3,3,0,8
TL5B,309,407,176,344.97,463.02,356.85,90,309,435,502,36,313
TLE1,3,11.02,12,2,4,8,6,2,6,9,4,0
TLE4,4,8,6,11,5,12,10,10,9,16,9,13
TLK1,1199.53,2529.87,2814.57,5260.78,1741.99,2416.52,2678.05,3483,3024.68,2239.38,1342,3638.58
TLR22,0,1,13,1,4,7,13,1,3,4,5,0
TLX1,1,0,8,5,0,2,9,1,1,1,0,5
TM101,165.01,278,672,184,224,243,573.99,151,218,292,322,158
TM107,40,110,167,1021.43,55,139,161,655.65,130,78,98,680.79
TM11E,0,0,4,1,0,0,15,0,5,7,4,1
TM121,231,472,532,96,319.08,594.63,700.13,114,622,425,372.98,145
TM127,420.2,777.83,886.09,340.87,461.98,743.29,826.26,458.35,888.62,678.99,483.99,291.11
TM130,201,281,1273.79,583,160,208,1314,584,132,222.99,355,498
TM135,512,792.94,754,94.18,628.95,758.13,674,101,784.99,767,300,93
TM139,3,2,6,16,7,3,6,5,2,1,2,6
TM147,380,735,781.67,247,441,540,744,269.66,725.03,535.62,354.99,272.06
TM173,1,1,4,0,0,0,8,3,1,0,1,1
TM175,881,2362.99,1132.01,1181,891,2284,911,737,1864.67,1826.88,511.01,814.89
TM180,376,574,2132.45,475,395.41,608,2290.59,388,716.01,569,950.69,355
TM182,8,65,198,13,26,6,170,5,4,14,296.38,14.39
TM183,588,690,1150,2058.99,724,603.01,1141.71,2512.52,641,658.59,567,1192.98
TM189,811,1176.05,1916.25,324,690.09,1183.43,2243,298,921.05,891.87,990.37,297
TM201,263,530,884,270,327,864,973,202,1837,1152,719,170
TM208,285,515,461,539.98,291,439.91,318,404,479,381.07,191,256
TM211,480,1131,164,20,630,544,279,14,519,690,122,21
TM213,4.45,8,0,5,4,2,0,20,27,6,0,13
TM237,170,227.01,358,819.15,207.99,247,334.05,857,244,191,219.99,759.01
TM238,13,34,115,9,14,31,104,8,28,37,50,6
TM252,0,0,1,1,0,0,3,0,0,0,1,1
TM2D2,448,869.69,1076.07,1012.12,511.13,785,820,763,836,667,496,841.91
TM40L,290,449,1223.01,1689.97,314,458,970,1715,532,433,534,1319.65
TM41A,163,311,327.94,177,212.73,334,281,174,365,269,141,167.99
TM52B,0,0,0,6,0,0,0,18,0,0,0,21
TM55A,949.04,2552.49,4232.93,742.1,1336,1872.2,4441,775,2089,1603.77,2261,625.01
TM63B,0,1,0,1,0,1,0,0,0,0,0,0
TM9S2,2083.54,3711.54,5488.16,2316.95,2270.72,3649.44,5093,1608.03,3970.04,2965.65,2787.44,1609
TMA16,173,357,559.4,344,222,340,513,365,361,266,299,285
TMC2,0,0,0,1,0,0,0,2,0,0,0,1
TMCO4,1,11,9,12,5,36,7,11,40,10,4,7
TMED4,1116.02,2068.8,3260.34,4657,1526.1,1957.07,2951.93,5508.02,1814.03,1641.74,1387.98,3778.96
TMED6,1,0,0,1,0,0,1,2,0,2,0,1
TMIG1,1,1,3,13,1,2,3,21,1,0,3,11
TMM11,141,270,875,206,188,234,837,169,276,237,443,161
TMM35,1963.9,3409,718.02,797,2225.89,3803.03,685.13,494,4310.88,2975.72,349.01,245
TMM40,2,2,6,4,7,6,2,4,3,4,2,2
TMM72,20,10,0,4,25,2,5,0,3,4,0,3
TMM98,20,45,513.01,39,46,47,418,23,64,63,294,53
TMM9B,564,1105,708,443.02,729,1017,826,436,1813,956.38,359,548.93
TMOD4,89,55,114,31,33,59,39,23,40.75,47,78,23
TMPS2,2,6,225.09,24,1,4,244,14,6,5,174,5
TMPS3,0,0,0,3,0,0,1,2,0,0,0,7
TMPS6,0,0,0,7,0,5,2,11,1,2,0,7
TMTC2,100,229.96,137,84,132,167,151.26,38,150,179,102,57
TNF11,3,5,75,3,4,3,103,10,8,5.01,49,10
TNFA,21,22,7,7,21,15,12,9,20,20,9,6
TNFB,1,2,0,1,1,0,4,0,1,5,1,0
TNFL8,2,8,5,7,2,13,4,0,3,9,6,0
TNKS2,0,5,7,16,1,2,2,16,8,3,4,11
TNMD,1,0,2,1,0,0,1,1,0,0,1,0
TNNC1,35,76,260,140,73,167,92,54.07,63,112,298,36
TNNC2,1,13,219,16,4,9,192,16,4,9,141,12
TNNI1,0,16,19.82,13,1,10,1,7,5,15,17,3
TNNI2,0,3,393,13,3,12,276,6,23,8,235,15
TNNT1,6,13,6,373,10,23,4,153.01,14,24,5,138.96
TNNT2,0,4,4,1,0,1,9,0,0,0,0,3
TNNT3,25,54,832.94,23,16,51,660.43,4,67,40,505.9,17
TNPO1,334.61,773.05,815,2146,385,763.99,912,1476.02,563.03,641,546,1543.14
TNR17,0,0,0,1,1,1,0,1,0,0,0,1
TNR6B,69,170,257,312,75,113,230,248,146,116,160,198
TOM40,394,935.04,892,151,494.99,725.99,791,114,750,734.96,458,142
TOM5,590.23,2373.86,1102.03,555.54,615.56,2364.72,980.82,658.97,1428.98,1882,612,1038
TOM7,1098.77,2162.9,988.48,216,1191.96,2061.54,1120.59,211.94,2156.25,1671.4,560.98,179.31
TOMT,180.54,294.78,162.89,132.27,155.23,197.6,143,114.14,306,199.24,76.98,124.98
TONSL,63,94,31,25,90,80,28,20,88,101,17,21
TOP1,1873.48,3190.34,2972.25,2971.31,2643.01,3222.6,3084.62,2431.69,3701.86,3132.46,1697,2341.42
TOP2B,1,2,4,53,2,4.86,7,46,1,8,1,23
TOPRS,0,0,0,12,0,0,0,14,1,0,0,12
TOX,37,166,3,6,65,114,0,3,89,88,3,3
TOX3,72,95,282,235,84,111,263,237,112,116,156,292
TP4AP,1999.99,3154.01,3406,5278.85,2139.94,3018,3284.33,4866,2792.1,2528.21,1971,3921.11
TP8L1,31,53,702,73,26,51,489,58,24,41,283,70
TPIS,0,0,1,0,0,0,0,0,0,0,0,0
TPM1,0,1,4,7,0,0,4,2,1,0,2,10
TPMT,138,317,389,105,188.01,275,266.01,158,263,240,151,92
TPPC1,224,439.03,712.01,402,223,426,611.05,498,469,334,438,466.27
TPPP2,4,4,36,47987.15,5,7,32,43361.24,22,13,29,36935.23
TPPP3,1141,1628,570.42,673,568,1194.13,385,910.98,855,825.9,239,622.22
TPR,1444.7,2328.8,14268.71,1699.37,1460.6,1801.41,7083.12,1451.16,2297.27,1977.06,2968.93,1414
TPRN,4,6,93,2,4,7,88,1,4,5,55,5
TPSN,39,54,504.35,32,53,98,518,16,125.08,71,333,32
TR10B,93,105,285,59,129,103,333.16,57.94,130,202,136,81.77
TR13B,1,3,8,1,0,2,1,1,3,3,2,0
TRBP2,327,577.1,617.44,488,378,516,491,589.08,596,477.54,282,363
TRFR,1,1,0,0,0,0,0,0,2,1,0,0
TRI14,10,38,110,9,16,21,133,7,50,22,62,9
TRI27,3,10,0,0,12,4,1,2,1,11,0,0
TRI29,0,13,1,1,1,2,1,2,8,12,0,0
TRI62,270,469,1236,321.72,386,516,1092,335,606,418,572,324
TRIL,666.96,1992,175,33,783,1003,180,26,1182,1097,75,15
TRIP4,290,505,807,1568.76,348,467,809.81,1292,501.93,440,450,1215
TRM5,69,122,414.92,142,60,128,342,98,146,98,208,98
TRPM6,0,0,0,0,0,0,0,3,0,0,0,2
TRPT1,53.02,78,127.19,1099.02,32,52,73,1234.01,73,37,48,899.18
TRPV4,1,1,6,0,0,0,8,0,0,0,1,0
TRY2,0,0,0,0,0,0,0,1,0,0,0,3
TRY3,0,0,2,9,0,0,0,6,0,0,2,10
TS101,779.99,1543.84,2861.99,1609.11,1011,1507,2400.03,1241.19,1542.98,1281,1067,1117.02
TSHR,0,0,3,1,0,0,5,1,1,0,2,1
TSIS,104,139,134.7,27,88,220,149.05,23,202,143,68,18
TSK,97,192.91,217,10,124,177,256,10,161,171,127.92,9
TSN15,4,14.98,8,13,8,9,23,14,12,19,1,16
TSN18,6,11,8,0,5,2,13,2,3,1,3,5
TSN3,3857.84,7903.18,10668.8,1573.03,4150,8507.03,9929.65,1249.31,9930.54,6207.79,5188.95,1083
TSN31,222,452,536,253,357.62,591,548.58,343.56,518.01,382,249.19,254
TSN5,504,859.43,402,435.36,610,876,469,399,1156.06,1116.06,199,445.98
TSN6,140,220.84,2637.2,243,181.06,295,2422.38,179,248.97,209.68,1115.19,172.85
TSNA1,249,553,294,26,272,521,253,19,592,356,135,13
TSR2,113,204,210,186.73,134,171,160,168.11,161,135,67,135
TSSK6,0,2,3,10075.31,3,0,0,8728.22,3.9,0,1,5934.2
TSY26,144,284,413.96,79,266,367.49,440,133.99,331,317,157.98,93
TT30B,168,362.01,290,2703.02,244,381.92,233,2478.29,393,216,172,1956.8
TTL10,1,1,9,6049.33,2,4,3,5077.01,6,4,3,3891.31
TTLL1,1141.99,1736,503.76,885.97,1273,2413.95,460.97,918.34,2955,1677,260,797
TTP,149,203,1925.91,169.49,143,214,1564.52,159,282.01,158,1022.62,133.06
TTYH3,560.01,1264.99,960,396,804,1823,957,423,2266,1258,567,409
TULP1,0,0,1,1,0,0,5,0,0,0,1,0
TUSC3,416.65,802,181,239,355,751,162,216,667,568,98,151
TUT7,239,579.94,341,1663.91,360,633,418,1348.58,422.01,670.29,197,1424.02
TVA2,33,63,24,4,4,19,27,3,25,21,10,0
TWST1,21,11,223.31,4,29,17,206,1,9,34,52,0
TWST2,4,8,70,1,4,1,64,1,5,2,37,4
TX261,175,369.45,556,547.79,184,280,391.05,530.17,308.17,250,195.24,291
TX264,452.93,1000.98,949.97,309.86,559.86,1120.98,991.98,268.69,1301.62,817.87,651,309
TXD15,282,495.93,581,595,326,533,646,405,637,387,304,391
TXK,1,0,10,15,0,1,5,13,0,0,1,2
TXND3,13,12,2,5,21,23,7,5,15,29,3,2
TXND5,167,349.01,2096.33,2438.12,195,328,1868.91,2223.45,413,256,995.4,2166.58
TYDP2,267,482,665.99,368.99,356,380,713.98,319,479.97,363,303,318
TYK2,249,460.04,371,295,372.08,406,370,271,309.2,394,164,224
TYOBP,9,24,81.01,8,9,15,66.24,2,7,8,26,6
TYPH,125,495,52,28,189.17,149.08,66,36,1494.77,533.99,32,74
TYRO,3,30,0,6,4,23,0,8,30,5,0,3
TYRP1,4,1,11,94,4,1,0,63,4,7,1,60
TYRP2,0,0,0,1,0,0,0,1,0,0,0,2
TYSY,102,125,1075,1092,123,90,1222,1525.61,94,123,562.99,1396
U2AF2,1038,2067.95,2071.04,1342.97,1461,1853,1738.84,1416.97,1860.15,1619.28,921,1120.54
U2QL1,2923.24,5003.42,206.59,128,3773.79,5214.78,224,97.98,6574.02,4749.52,94,129
UB2D3,3314.94,5619.97,8540.91,2790.64,3838.54,5048.4,8424.73,2738.04,5391.86,4542.1,4317.13,2365.18
UB2E3,1173,1449.02,1643.98,231.34,1712.99,1564.11,1849,207.68,1855.06,1772.02,973,198.99
UB2R2,3,0,4,0,3,0,3,0,4,0,3,0
UB2V2,1868.99,3147.44,1661,1453.03,1877,2901.01,1673,1325,3249.48,2557,814,1181
UBAP2,23,0,23,0,36,0,16,1,45,0,18,0
UBC12,652,1382,1383.01,2584,845.72,1321,1273,2142.61,1378,997,538,2094.99
UBE2B,557,1009,1227,2943.19,644,1157.02,1231,1441.07,1129,944.85,706,2200.73
UBE2F,427,844.51,1115.83,3524.99,522.57,800.01,1082.44,3142.1,713.97,593,570.68,2810.54
UBE2S,484.07,883.85,1325.04,2342.99,530.92,748.16,1154.68,1849.45,848.41,699.5,650.03,1707.11
UBIM,1957.76,3758.27,5916.31,4554.04,2452,3718.03,5247.16,4234.95,3617.96,3275.98,3223.01,3454.82
UBL3,2314.34,4412.2,2004,1537,2655.1,4061.92,1811.79,1208,4806.32,3276.73,850.02,1198.23
UBL5,425.79,907.01,428.55,652.98,324.84,710.92,260.49,523.54,761,678.29,257,544.31
UBN2,214,284.99,1652,5033.64,287,404,1570,3709.13,412.95,328,891.13,5034.89
UBP15,676.01,1067,861,237,824.71,1022,739.48,195,1345.59,956.1,396.18,177
UBP19,973.35,1421.95,1762.59,1627.97,1126,1542,1717.96,1462.01,1684,1441.71,1060.96,1264
UBP38,0,0,1,12,0,0,0,21,0,0,0,17
UBP53,431.35,1130,1076.86,1316,661,878.01,1259,1083,909,704,788.96,1088
UBS3B,5191.01,5069.03,6818,310,5917.44,4065.74,6864.99,195,3894.15,6078.37,3072,225
UBXN6,447,763.05,1640.22,5249.35,577,778,1436.19,4488.01,812.87,657,754.97,4325.02
UCHL1,4560,7760.95,3100,154.8,2956.12,9664.14,4517.68,269,12109.24,6475.13,2234.81,456
UCKL1,194,307,139,125,220.82,223,146,97,236,210,65,102.97
UCN3,33,3,1,3,2,132,1,0,7,69,2,3
UCRI,2146.03,3526.98,2078.06,4190,2026,2901,1789,3577.05,3334,2701.01,1005,3279
UD17,0,0,2,3,0,0,0,0,0,0,1,2
UD2A1,8,7,36,45,9,10,25,34,9,6,20,34
UD2C1,0,0,4,29,0,1,3,18,2,1,0,25
UFC1,174,391.88,424.02,409,264.93,410,438,267,403,271.99,199,312.63
UGDH,157,323,2626,101,224,307,2719.98,72,266,256,1455,78
UGPA,1514.49,3158.78,2378,1082,2103,2733.51,2236,756.49,2863,2232.72,1251,736
UN45A,805.42,1137.44,1240.02,447,1055,762,1168.63,414,1199,1108,676,381
UNC4,131,181,334.99,6,212,42,403.99,2,4,185,255,7
UPK1B,12,43,39,17,1,11,5,16,7,8,4,22
UPK3A,16,1,38,5,0,3,1,9,12,5,14,7
UPK3B,0,0,0,0,0,0,0,0,0,0,0,1
UPK3L,6,6,22,7,0,9,4,5,20,3,0,4
UPP,484,798,572,219,596.01,859,569.56,120,1004.99,765,270.07,138
URIC,0,3,1,1,4,0,1,1,5,5,2,2
URP2,25,9,30,3,0,5,9,0,14,0,14,4
USF1,1404.48,2970.11,2993.62,1034.01,1959.15,2590.99,2906.98,950,3204.54,2499.88,1532.99,1052
USH1C,0,2,0,4,0,0,0,2,0,0,0,0
USH1G,22,10,10,13,14,17,7,21,3,17,16,4
USH2A,0,0,0,1,1,1,1,0,3,1,0,0
UT14A,607.02,946.99,1534,2027.37,735.37,1010.48,1531,1732.01,1082,866.99,859,1434.01
UT2,0,2,0,1,0,1,0,0,2,2,0,0
UTP6,196.54,389,1248,379,281,432.01,1239,258,438,399,433,274
UTS2B,477,51,56.99,2,4,65,10,1,44,9,26,0
UXS1,374.93,819.83,861,483,504.21,783.06,810.99,408,834.2,689,416,378
UXT,141.02,279.13,291.29,72,346,445.83,360.23,94,281,281.01,169.99,88
V2R,0,0,0,3.99,0,0,0,0,0,0,0,0
VA0E1,499,646.26,3139.65,1350.6,520,733,2625.93,1329.8,520,597.19,1248,1255.64
VAC14,532,889.01,2550.01,446,665,817,2621,404,932.99,865,1009.02,467
VACHA,195.85,361.99,66.04,4,31,84,37,6,44,31,37,3
VAMP2,690,1539.85,95.58,160,1052,1551,146,127,1638.98,1143.9,57,117.02
VAMP5,4,3,17.82,9,3,3,11.57,3,11,7,2,12
VAPB,1584.82,2982.06,2167.11,399.03,1667.04,2649.8,2110.41,303.9,2892.39,2410.21,1102.36,293.98
VAR1,8,116,18,43,40,207,20,47,204,61,8,53
VAS1,868.06,1371.99,5487.87,3402.9,1032,1249.46,5944.26,3215.17,925.96,1256.09,3729.7,3536
VAS1L,49,248,109,511,70,180,157.03,430,79,118,53,396
VASN,17,20,354.99,59,22,26,459.53,66,23,28.02,152,44
VATA,1,5,4,4,6,2,1,5.99,1,4,1,2
VATB1,0,0,9,142,2,3,2,117,8,2,28,411.33
VATF,463.63,896.03,609.42,624.98,1048.63,1540.55,893.95,951.7,921.81,792.08,384.9,612.53
VATL,8649.75,16853.91,8021.87,1827,9866,17280.07,6737.89,1540.89,20013.51,13865.54,3535,2013
VATO,1359.99,2589.27,1623.98,1772.23,1428,2524,1478,1793.09,2808,2040,751,1712
VAV,3,4,26,34,3,10,16,12,1,3,11,23
VAX1,0,1,0,0,0,10,0,0,0,1,0,0
VAX2,0,0,1,7,1,0,4,3,0,0,0,20
VDAC1,3370.13,5615,1553,1484,2748.81,4965.67,1579,1051,5372.5,3993.98,742.79,926
VDAC2,0,0,0,1,0,0,0,0,0,0,0,0
VEGFC,38,95,540,42,37,90,590,21,125,71,319,23
VEGFD,155,333,72,65.01,149.02,312,74,49.94,149.26,234,42,67
VENT1,0,4,123,1,0,1,110,0,1,1,82,0
VEZF1,615,926.98,848,419,859.03,832.5,928.99,296.31,669.03,1024.05,539,349.93
VF602,4,1,0,0,2,2,0,0,6,3,0,0
VGLU1,0,2,0,1,3,2,0,1,1,5,0,2
VGLU2,11617.16,16614.46,14,19,14228,23993.56,10,3,32778.78,19354.22,8,7
VIP,39,613,61,3,96,324,54,0,47,242,62,0
VIP2,42,120,45,23,40,97,62,21,84,107,45,23
VIPR1,19,38,3,3,6,43,12,5,79,30,0,3
VISI,19,19,43,3,32,19,33,2,3,46,16,16
VISL1,17554.6,37630.6,901.66,246,21346.3,37855.04,1151.45,420,40957.54,29539.98,335,480.24
VIT2,0,0,1,1,0,0,0,0,0,0,6,0
VKOR1,58,91,357.05,117,83,105,374.98,60,85,91.94,163,53
VP33B,781.01,1001.4,1210.17,673,798,1170.97,961.02,655.5,1145.83,1096.95,537,439.01
VP37D,242,436,54,9,285,380,50,10,488,330,19,16
VPP4,0,2,1,9,0,1,2,21.01,4,1,1,12
VPRE3,4,7,1,1,3,3,0,2,1,3,1,5
VPRT,0,0,0,7,0,0,0,8,0,0,0,4
VPS16,757,1485,1220,1442.97,858,1192,1007.48,1505.32,1301,1175,519.01,1495.45
VPS41,1496,2256.64,1723.7,1139.07,1774,2299.86,1616.97,1065.88,2959.68,2287.04,936,1282
VPS4B,279.5,468,823,731,360,460.18,774.99,695,498.01,393,435,621
VPS52,3497.03,7161.12,9523.94,5727.04,4569.7,7059.86,8890.98,5532.98,7103.85,5427.03,5764.46,4266.93
VPS72,263,592,1127,393,356.39,554.58,910,363.73,633,493,549.17,355
VSIG1,0,0,0,5,0,2,0,0,0,0,0,1
VSIG8,1,2,0,1,1,0,1,1,0,0,0,1
VSX2,13,5,25,20,1,4,54,11,1,2,18,4
VTM2A,157.07,487,1,4,303.3,657.02,3,2,738.17,455.92,2,2
VTM2L,664.14,2537.63,89.05,128,1051.05,944.36,87.09,120,978.37,1379.41,45,174.75
VWA2,2,2,3,2,0,0,0,0,2,4,1,1
VWC2,221,564,107,161,271,414,157,108,620,463.02,62,139
VWDE,0,0,13,0,1,0,20,0,0,0,26,0
